longitude,latitude,gap
-103.91890,31.01960,96.72
-103.91890,31.02960,95.84
-103.91890,31.03960,94.98
-103.91890,31.04960,94.13
-103.91890,31.05960,93.29
-103.91890,31.06960,92.45
-103.91890,31.07960,91.63
-103.91890,31.08960,90.82
-103.91890,31.09960,90.02
-103.91890,31.10960,89.22
-103.91890,31.11960,88.44
-103.91890,31.12960,87.67
-103.91890,31.13960,86.90
-103.91890,31.14960,86.14
-103.91890,31.15960,85.40
-103.91890,31.16960,84.66
-103.91890,31.17960,83.93
-103.91890,31.18960,83.21
-103.91890,31.19960,82.50
-103.91890,31.20960,81.79
-103.91890,31.21960,81.10
-103.91890,31.22960,79.83
-103.91890,31.23960,67.44
-103.91890,31.24960,66.65
-103.91890,31.25960,66.48
-103.91890,31.26960,66.28
-103.91890,31.27960,66.06
-103.91890,31.28960,65.82
-103.91890,31.29960,65.57
-103.91890,31.30960,65.30
-103.91890,31.31960,65.00
-103.91890,31.32960,64.69
-103.91890,31.33960,64.36
-103.91890,31.34960,64.01
-103.91890,31.35960,63.64
-103.91890,31.36960,63.26
-103.91890,31.37960,62.85
-103.91890,31.38960,62.42
-103.91890,31.39960,61.98
-103.91890,31.40960,61.51
-103.91890,31.41960,61.03
-103.91890,31.42960,60.52
-103.91890,31.43960,60.00
-103.91890,31.44960,59.46
-103.91890,31.45960,58.90
-103.91890,31.46960,58.32
-103.91890,31.47960,57.72
-103.91890,31.48960,57.11
-103.91890,31.49960,54.59
-103.91890,31.50960,50.35
-103.91890,31.51960,45.93
-103.91890,31.52960,45.25
-103.91890,31.53960,45.05
-103.91890,31.54960,44.85
-103.91890,31.55960,37.28
-103.91890,31.56960,29.20
-103.91890,31.57960,23.53
-103.91890,31.58960,24.58
-103.91890,31.59960,27.43
-103.91890,31.60960,29.57
-103.91890,31.61960,31.21
-103.91890,31.62960,32.48
-103.91890,31.63960,33.48
-103.91890,31.64960,32.55
-103.91890,31.65960,24.42
-103.91890,31.66960,16.34
-103.91890,31.67960,16.11
-103.91890,31.68960,15.97
-103.91890,31.69960,17.71
-103.91890,31.70960,18.03
-103.90890,30.79960,118.37
-103.90890,30.80960,117.20
-103.90890,30.81960,116.04
-103.90890,30.82960,114.90
-103.90890,30.83960,113.78
-103.90890,30.84960,112.68
-103.90890,30.85960,111.60
-103.90890,30.86960,110.53
-103.90890,30.87960,109.47
-103.90890,30.88960,108.44
-103.90890,30.89960,107.42
-103.90890,30.90960,106.41
-103.90890,30.91960,105.41
-103.90890,30.92960,104.43
-103.90890,30.93960,103.47
-103.90890,30.94960,102.51
-103.90890,30.95960,101.57
-103.90890,30.96960,100.64
-103.90890,30.97960,99.73
-103.90890,30.98960,98.82
-103.90890,30.99960,97.93
-103.90890,31.00960,97.04
-103.90890,31.01960,96.17
-103.90890,31.02960,95.31
-103.90890,31.03960,94.46
-103.90890,31.04960,93.62
-103.90890,31.05960,92.79
-103.90890,31.06960,91.97
-103.90890,31.07960,91.16
-103.90890,31.08960,90.35
-103.90890,31.09960,89.56
-103.90890,31.10960,88.78
-103.90890,31.11960,88.01
-103.90890,31.12960,87.24
-103.90890,31.13960,86.49
-103.90890,31.14960,85.74
-103.90890,31.15960,85.01
-103.90890,31.16960,84.28
-103.90890,31.17960,83.56
-103.90890,31.18960,82.84
-103.90890,31.19960,82.14
-103.90890,31.20960,81.45
-103.90890,31.21960,80.76
-103.90890,31.22960,80.08
-103.90890,31.23960,73.09
-103.90890,31.24960,65.97
-103.90890,31.25960,65.78
-103.90890,31.26960,65.58
-103.90890,31.27960,65.37
-103.90890,31.28960,65.13
-103.90890,31.29960,64.88
-103.90890,31.30960,64.60
-103.90890,31.31960,64.31
-103.90890,31.32960,64.01
-103.90890,31.33960,63.68
-103.90890,31.34960,63.33
